"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-06-01 ~ 2024-06-28"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"13","서울특별시 용산구 이태원동","2**","다가구","8m미만","289.88","254.00","202406","28","370,000","법인","개인","1993","회나무로44가길","-","중개거래","서울 용산구"
"14","전라남도 순천시 인제동","9*","단독","12m미만","95.71","149.00","202406","28","8,700","개인","개인","1900","남제새길","20240821","중개거래","전남 순천시"
"15","서울특별시 양천구 신정동","1**","다가구","8m미만","198.82","155.00","202406","28","188,000","법인","개인","1993","신목로4길","20240822","중개거래","서울 양천구"
"16","대전광역시 유성구 신성동","1**","다가구","8m미만","399.38","253.90","202406","28","140,000","개인","개인","2019","신성남로115번길","-","중개거래","대전 유성구"
"17","서울특별시 강북구 수유동","4**","단독","8m미만","87.93","159.00","202406","28","48,800","개인","개인","1973","화계사1나길","-","중개거래","서울 강북구"
"18","충청북도 충주시 앙성면 조천리","2**","단독","8m미만","197.67","848.00","202406","28","37,000","개인","개인","2010","남한강변길","-","중개거래","충북 충주시"
"19","충청남도 홍성군 홍성읍 월산리","8**","단독","12m미만","454.28","282.00","202406","28","47,000","개인","개인","2003","월계2길","-","중개거래","충남 홍성군"
"20","경기도 부천시 오정구 삼정동","2**","단독","12m미만","137.55","121.10","202406","28","42,500","개인","개인","1980","삼작로60번길","-","직거래","-"
"21","부산광역시 부산진구 부전동","4**","단독","8m미만","44.63","94.20","202406","28","30,000","개인","개인","1900","가야대로765번길","20240813","중개거래","부산 부산진구"
"22","경기도 파주시 산남동","8*","단독","8m미만","196.27","598.00","202406","28","80,046","개인","개인","2002","산남로157번길","-","중개거래","서울 구로구"
"23","충청남도 아산시 신창면 창암리","1**","단독","8m미만","119.00","599.00","202406","28","44,232","개인","개인","2022","순천향로","-","중개거래","충남 천안시동남구"
"24","경기도 고양시 일산동구 식사동","8**","다가구","8m미만","328.50","274.00","202406","28","82,500","개인","개인","2010","위시티로","-","직거래","-"
"25","인천광역시 옹진군 백령면 가을리","4**","단독","8m미만","67.10","413.00","202406","28","2,200","개인","개인","1983","두무진로81번길","20240805","중개거래","인천 계양구"
"26","경기도 성남시 분당구 수내동","1**","단독","12m미만","386.88","196.50","202406","28","145,000","개인","개인","2002","발이봉북로31번길","-","중개거래","경기 성남시 분당구"
"27","경기도 여주시 북내면 지내리","2**","단독","8m미만","68.02","658.00","202406","28","11,800","개인","개인","1999","지내길","-","중개거래","경기 여주시"
"28","경상남도 남해군 이동면 초음리","1***","단독","8m미만","117.12","636.00","202406","28","18,000","개인","개인","1939","초음로","-","중개거래","울산 남구"
"29","경기도 과천시 문원동","1*","다가구","8m미만","499.79","248.00","202406","28","192,000","개인","개인","2002","공원마을5길","-","중개거래","경기 과천시"
"30","경상북도 경산시 자인면 계남리","5**","단독","8m미만","88.14","228.00","202406","28","22,200","개인","개인","2020","원효로156길","-","중개거래","경북 경산시"
"31","충청북도 괴산군 청안면 문당리","9*","단독","8m미만","83.54","321.00","202406","28","12,500","개인","개인","2000","문당길","-","중개거래","충북 청주시청원구"
"32","전북특별자치도 완주군 화산면 우월리","8*","단독","12m미만","120.91","660.00","202406","28","3,500","개인","개인","1995","화산로","-","직거래","-"
"33","강원특별자치도 강릉시 내곡동","2**","단독","8m미만","75.84","333.00","202406","28","10,000","개인","개인","1978","범일로","-","직거래","-"
"34","경기도 김포시 사우동","1***","단독","12m미만","364.00","215.00","202406","28","101,000","개인","개인","2002","돌문로86번길","-","중개거래","경기 김포시"
"35","대구광역시 북구 산격동","8**","단독","8m미만","45.62","99.00","202406","28","8,500","개인","개인","1973","연암로28길","-","중개거래","대구 북구"
"36","부산광역시 남구 문현동","7**","단독","12m미만","69.75","62.80","202406","28","42,000","개인","개인","1985","자유평화로59번길","-","중개거래","부산 부산진구"
"37","강원특별자치도 춘천시 서면 금산리","9**","단독","8m미만","100.77","502.00","202406","28","18,000","개인","개인","1985","금산1길","-","중개거래","강원 춘천시"
"38","부산광역시 수영구 민락동","3**","단독","8m미만","72.73","176.00","202406","28","170,000","법인","개인","1978","감포로8번길","-","직거래","-"
"39","충청북도 청주시 흥덕구 오송읍 공북리","1*","단독","8m미만","121.10","658.00","202406","28","35,000","개인","개인","2013","공북3길","-","직거래","-"
"40","경기도 광주시 신현동","9*","단독","8m미만","197.78","638.00","202406","28","138,685","개인","개인","2008","문형산길","-","직거래","-"
"41","경기도 의정부시 의정부동","2*","단독","12m미만","683.97","200.80","202406","28","303,700","법인","개인","1998","호국로1332번길","-","중개거래","경기 의정부시"
"42","경기도 의정부시 의정부동","2*","단독","12m미만","384.60","115.40","202406","28","177,000","법인","개인","1992","호국로1332번길","-","중개거래","경기 의정부시"
"43","충청남도 아산시 송악면 강당리","2**","단독","8m미만","95.73","537.00","202406","28","35,000","개인","개인","2014","강당로177번길","20240726","직거래","-"
"44","경상북도 영주시 이산면 신암리","1***","단독","8m미만","71.00","203.00","202406","28","9,500","개인","개인","2019","한성로","-","직거래","-"
"45","경상북도 포항시 북구 죽도동","6**","단독","12m미만","143.99","137.70","202406","28","15,000","개인","개인","1996","상대로","-","중개거래","경북 포항시 남구"
"46","경기도 과천시 문원동","1*","다가구","8m미만","499.79","248.00","202406","28","192,000","개인","개인","2002","공원마을5길","20240712","중개거래","경기 과천시"
"47","서울특별시 관악구 신림동","4**","다가구","8m미만","240.81","146.80","202406","28","168,244","공공기관","개인","1993","신사로12길","-","직거래","-"
"48","서울특별시 강북구 수유동","3**","다가구","8m미만","246.48","169.00","202406","28","133,027","공공기관","개인","1994","삼양로111길","-","직거래","-"
"49","울산광역시 울주군 범서읍 구영리","3**","다가구","12m미만","546.60","297.70","202406","28","120,000","개인","개인","2016","대리3길","-","직거래","-"
"50","서울특별시 광진구 자양동","5*","단독","8m미만","41.12","66.00","202406","28","106,000","개인","개인","1969","동일로4길","-","중개거래","서울 강동구, 서울 광진구"
"51","제주특별자치도 제주시 연동","2***","단독","8m미만","121.78","406.00","202406","28","71,000","개인","개인","1982","제성3길","-","직거래","-"
"52","경상북도 안동시 옥동","9**","다가구","12m미만","299.00","200.10","202406","28","58,500","개인","개인","2013","옥서4길","-","중개거래","경북 안동시"
"53","경기도 가평군 가평읍 달전리","2**","단독","8m미만","128.88","358.00","202406","28","51,000","개인","개인","2022","동연재로","-","직거래","-"
"54","경기도 성남시 수정구 태평동","6***","다가구","8m미만","111.78","63.50","202406","28","41,000","개인","개인","2000","수정로87번길","-","중개거래","경기 성남시수정구"
"55","충청북도 청주시 상당구 남일면 고은리","2**","단독","8m미만","98.45","572.00","202406","28","39,900","개인","개인","2021","단재로","-","중개거래","충북 청주서원구, 충북 청주시상당구"
"56","제주특별자치도 제주시 애월읍 장전리","9**","단독","8m미만","125.00","441.00","202406","28","38,000","개인","개인","2016","장소로","-","중개거래","제주 제주시"
"57","제주특별자치도 서귀포시 성산읍 삼달리","3*","단독","25m이상","92.65","317.00","202406","28","30,000","개인","개인","1999","삼달하동로","-","직거래","-"
"58","충청북도 청주시 상당구 탑동","2**","단독","12m미만","74.13","145.30","202406","28","30,000","개인","개인","2007","탑동로53번길","-","직거래","-"
"59","제주특별자치도 서귀포시 대정읍 일과리","9**","단독","8m미만","79.00","414.00","202406","28","24,000","개인","개인","2023","일주서로2842번길","-","중개거래","제주 제주시"
"60","전라남도 화순군 사평면 주산리","3**","단독","8m미만","95.14","406.00","202406","28","16,700","개인","법인","2019","모후로","-","직거래","-"
"61","전라남도 영암군 군서면 동구림리","3**","단독","8m미만","114.12","761.00","202406","28","16,500","개인","개인","2005","동계1길","-","직거래","-"
"62","전북특별자치도 전주시 완산구 다가동4가","9*","단독","8m미만","81.09","173.20","202406","28","15,600","법인","개인","1950","전주객사1길","-","중개거래","전북 전주시완산구"
"63","전라남도 보성군 율어면 문양리","1***","단독","8m미만","112.62","288.00","202406","28","11,000","개인","개인","2008","양지길","-","직거래","-"
"64","강원특별자치도 횡성군 청일면 신대리","2**","단독","8m미만","97.79","311.00","202406","28","10,000","개인","개인","2018","청일로","-","중개거래","강원 횡성군"
"65","경기도 이천시 율면 산양리","1**","단독","8m미만","97.75","640.00","202406","28","10,000","개인","개인","1998","금율로669번길","-","직거래","-"
"66","충청북도 보은군 보은읍 삼산리","1**","단독","8m미만","47.00","126.00","202406","28","8,900","개인","개인","1977","삼산제방로","-","직거래","-"
"67","충청남도 예산군 예산읍 창소리","6*","단독","8m미만","59.50","95.00","202406","28","7,000","개인","개인","1977","신례원로171번길","-","직거래","-"
"68","경상북도 상주시 함창읍 구향리","3**","단독","8m미만","34.00","437.00","202406","28","6,200","개인","개인","1965","구향5길","-","중개거래","경북 상주시"
"69","전라남도 광양시 다압면 도사리","4**","단독","8m미만","35.89","208.00","202406","28","5,500","개인","개인","1961","지막길","-","중개거래","경남 하동군"
"70","충청남도 서산시 오남동","6**","단독","8m미만","46.00","593.00","202406","28","5,000","개인","개인","1960","오남3길","-","직거래","-"
"71","전라남도 순천시 송광면 삼청리","2**","단독","8m미만","56.00","234.00","202406","28","4,952","공공기관","개인","1999","유경길","-","직거래","-"
"72","경상북도 칠곡군 왜관읍 왜관리","2**","단독","8m미만","15.07","116.00","202406","28","4,800","개인","개인","","중앙로3길","-","직거래","-"
"73","충청북도 옥천군 군북면 대정리","7**","단독","8m미만","25.12","265.00","202406","28","4,300","법인","개인","1994","대정2길","-","직거래","-"
"74","전북특별자치도 익산시 오산면 오산리","6**","단독","8m미만","86.80","453.00","202406","28","2,000","개인","개인","2024","오산들길","-","직거래","-"
"75","전라남도 해남군 송지면 우근리","1**","단독","8m미만","46.28","388.00","202406","28","1,600","개인","개인","1951","외장길","-","중개거래","전남 해남군"
"76","충청북도 충주시 산척면 석천리","1**","단독","8m미만","170.35","496.00","202406","28","1,000","개인","개인","1915","석천길","-","직거래","-"
"77","경기도 여주시 대신면 옥촌리","2**","단독","8m미만","98.11","657.00","202406","28","35,000","개인","개인","2016","옥촌1길","20240720","중개거래","경기 양평군"
"78","경상북도 포항시 남구 오천읍 구정리","4**","단독","8m미만","58.60","138.00","202406","28","3,650","개인","개인","1979","구정길18번길","-","직거래","-"
"79","강원특별자치도 태백시 황지동","1**","단독","8m미만","56.70","129.00","202406","28","8,100","개인","개인","1999","상장로","-","직거래","-"
"80","전라남도 나주시 반남면 성계리","3**","단독","8m미만","59.00","326.10","202406","28","5,000","개인","개인","1960","검환길","-","직거래","-"
"81","전라남도 나주시 남평읍 우산리","2***","단독","8m미만","69.00","430.00","202406","28","9,700","개인","개인","1984","문무길","-","중개거래","전남 나주시"
"82","경상남도 창원시 의창구 동읍 용강리","4**","단독","8m미만","125.37","479.00","202406","28","23,000","개인","개인","1994","의창대로421번길","-","직거래","-"
"83","경기도 평택시 팽성읍 근내리","1**","단독","8m미만","261.70","359.00","202406","28","45,000","개인","법인","2019","근내길","-","직거래","-"
"84","충청북도 제천시 송학면 도화리","2**","단독","8m미만","83.20","668.00","202406","28","15,000","개인","개인","1994","도화로","-","중개거래","충북 제천시"
"85","전라남도 여수시 중앙동","3**","단독","8m미만","129.72","99.00","202406","28","18,000","개인","개인","1981","중앙1길","-","직거래","-"
"86","경상북도 김천시 부곡동","4**","단독","8m미만","62.64","132.90","202406","28","4,300","개인","개인","1981","가메실4길","-","중개거래","경북 김천시"
"87","대전광역시 중구 문창동","3**","단독","12m미만","123.65","125.30","202406","28","30,000","개인","개인","1984","대종로296번길","20240725","중개거래","대전 중구"
"88","경상북도 포항시 남구 호미곶면 강사리","4**","단독","12m미만","89.76","281.00","202406","28","9,850","개인","개인","2003","일출로","-","중개거래","경북 포항시남구"
"89","경기도 성남시 수정구 태평동","2***","다가구","8m미만","123.32","67.80","202406","28","36,000","개인","개인","1992","시민로241번길","-","중개거래","경기 성남시수정구"
"90","경상남도 밀양시 하남읍 양동리","3**","단독","8m미만","59.50","489.00","202406","28","17,640","개인","개인","1978","양동2길","-","중개거래","경남 김해시"
"91","서울특별시 구로구 개봉동","3**","단독","8m미만","168.36","128.10","202406","28","113,000","개인","법인","1977","개봉로17아길","20241130","중개거래","광주 북구"
"92","경기도 화성시 정남면 문학리","5**","단독","8m미만","125.53","500.00","202406","28","60,000","개인","개인","2022","서봉로921번길","-","중개거래","경기 평택시"
"93","충청북도 음성군 대소면 오류리","4*","단독","8m미만","108.42","680.70","202406","28","6,000","개인","개인","1956","대금로379번길","20240722","직거래","-"
"94","대구광역시 수성구 두산동","4*","단독","8m미만","196.99","212.80","202406","28","78,000","법인","개인","1990","들안로20길","-","직거래","-"
"95","충청북도 진천군 덕산읍 용몽리","3**","다가구","8m미만","624.48","353.00","202406","28","86,000","개인","개인","2018","용몽로","-","중개거래","충북 진천군"
"96","경기도 오산시 원동","6**","단독","8m미만","83.30","365.00","202406","28","66,248","기타","개인","1979","부원로87번길","-","직거래","-"
"97","충청남도 부여군 부여읍 동남리","4**","단독","8m미만","118.46","300.20","202406","28","19,000","개인","개인","1983","의열로","-","중개거래","충남 부여군"
"98","대전광역시 대덕구 송촌동","2**","다가구","25m미만","516.96","304.00","202406","28","70,000","개인","개인","2000","송촌남로37번길","-","직거래","-"
"99","충청북도 충주시 신니면 화석리","7**","단독","8m미만","120.57","1069.00","202406","28","7,000","개인","개인","1957","방추1길","-","중개거래","서울 강남구"
"100","경기도 수원시 영통구 신동","3**","다가구","12m미만","852.02","385.00","202406","28","253,500","개인","개인","2020","신원로","-","직거래","-"
"101","충청남도 서천군 시초면 태성리","3*","단독","8m미만","85.74","476.00","202406","28","2,070","개인","개인","1993","삼일로87번길","-","직거래","-"
"102","대전광역시 동구 가오동","1**","단독","8m미만","131.76","132.00","202406","28","36,374","법인","개인","1990","대전로472번길","-","직거래","-"
"103","경상북도 경산시 사동","5**","단독","12m미만","327.43","170.70","202406","28","29,300","개인","개인","2003","원효로40길","-","중개거래","경북 경산시"
"104","대구광역시 서구 비산동","5**","다가구","12m미만","57.64","37.00","202406","28","7,500","개인","개인","1995","달서로39길","-","중개거래","대구 서구"
"105","충청남도 천안시 서북구 성정동","1***","다가구","12m미만","617.69","333.60","202406","28","112,000","개인","개인","2011","개목6길","-","중개거래","충남 천안시서북구"
"106","경상남도 하동군 금남면 덕천리","7**","단독","8m미만","49.87","129.00","202406","28","3,600","개인","개인","2012","큰삼내길","-","직거래","-"
"107","경상남도 창원시 마산합포구 중앙동1가","1*","단독","8m미만","53.75","68.80","202406","28","5,800","개인","개인","1998","반월남2길","-","직거래","-"
"108","부산광역시 강서구 대저1동","2***","단독","8m미만","196.34","304.00","202406","28","62,000","개인","개인","1994","체육공원로6번길","-","중개거래","부산 강서구"
"109","충청북도 단양군 매포읍 상시리","1**","단독","8m미만","147.58","506.00","202406","28","8,200","개인","개인","1992","상시1길","-","중개거래","충북 제천시"
"110","서울특별시 동작구 대방동","1*","단독","8m미만","41.18","66.00","202406","28","95,000","개인","개인","1985","등용로8가길","-","중개거래","서울 동작구"
"111","충청남도 태안군 태안읍 반곡리","5**","단독","8m미만","98.00","826.00","202406","28","26,200","개인","개인","2019","송암로","-","중개거래","충남 서산시"
"112","인천광역시 옹진군 백령면 가을리","4**","단독","8m미만","67.10","413.00","202406","28","2,200","개인","개인","1983","두무진로81번길","20240716","중개거래","인천 계양구"
"113","경상남도 창녕군 대합면 등지리","7**","단독","8m미만","110.00","307.00","202406","28","12,000","개인","개인","1995","신안1길","-","직거래","-"
"114","경상남도 창원시 마산합포구 진전면 일암리","3**","단독","8m미만","122.81","824.00","202406","28","33,790","개인","개인","2017","일암2길","-","직거래","-"
"115","대전광역시 동구 가양동","3**","단독","8m미만","151.06","137.00","202406","28","25,000","개인","개인","1997","흥룡로","-","직거래","-"
"116","서울특별시 마포구 성산동","3*","다가구","8m미만","250.11","64.80","202406","28","84,138","개인","개인","2021","성미산로7길","-","직거래","-"
"117","전라남도 광양시 옥룡면 추산리","5**","단독","8m미만","47.00","231.00","202406","28","4,900","개인","개인","2016","도선길","-","중개거래","전남 광양시"
"118","제주특별자치도 제주시 애월읍 구엄리","7**","단독","8m미만","121.17","512.00","202406","28","35,000","법인","개인","2016","구엄동3길","-","직거래","-"
"119","부산광역시 남구 문현동","1*","단독","8m미만","170.44","132.00","202406","28","57,000","개인","개인","1994","고동골로111번길","-","직거래","-"
"120","대구광역시 서구 비산동","9**","다가구","8m미만","276.03","158.10","202406","28","30,000","개인","개인","2012","서대구로64안길","-","중개거래","대구 동구, 대구 서구"
"121","충청남도 당진시 송산면 상거리","4**","단독","8m미만","73.35","157.00","202406","28","8,900","개인","개인","1993","상거길","-","직거래","-"
"122","경상북도 구미시 선산읍 소재리","1**","단독","8m미만","96.00","400.00","202406","28","6,500","개인","개인","1999","소재2길","-","직거래","-"
"123","제주특별자치도 제주시 애월읍 장전리","9**","단독","8m미만","125.00","441.00","202406","28","38,000","개인","개인","2016","장소로","20240708","중개거래","제주 제주시"
"124","충청남도 부여군 남면 회동리","2**","단독","8m미만","34.71","493.00","202406","28","7,200","개인","개인","1936","회동로","20240708","중개거래","충남 부여군"
"125","경상남도 양산시 신기동","1**","단독","8m미만","66.80","145.00","202406","28","7,000","개인","개인","1979","신기6길","-","직거래","-"
"126","대구광역시 북구 매천동","4**","다가구","12m미만","396.14","248.00","202406","28","80,000","개인","개인","2008","매천로17길","-","직거래","-"
"127","충청북도 음성군 원남면 주봉리","3**","단독","8m미만","101.34","879.00","202406","28","3,000","개인","개인","2009","주봉로","-","중개거래","경기 용인시기흥구"
"128","경기도 성남시 수정구 태평동","7***","다가구","12m미만","190.60","208.30","202406","28","164,430","기타","개인","1973","시민로","-","중개거래","경기 성남시 수정구"
"129","경상북도 상주시 은척면 우기리","7**","단독","8m미만","70.20","586.00","202406","28","4,000","개인","개인","1960","우기1길","-","직거래","-"
"130","전라남도 영암군 덕진면 노송리","6**","단독","8m미만","73.64","456.00","202406","28","15,000","개인","개인","2014","여운재로","-","직거래","-"
"131","전북특별자치도 고창군 해리면 하련리","1**","단독","8m미만","41.50","475.00","202406","28","3,800","개인","개인","1965","남시길","-","직거래","-"
"132","경상북도 영천시 과전동","3*","단독","8m미만","42.12","111.60","202406","28","3,500","개인","개인","1974","창대서원1길","-","직거래","-"
"133","경상북도 구미시 광평동","2**","다가구","8m미만","138.15","133.00","202406","28","9,300","개인","개인","1992","박정희로","-","직거래","-"
"134","전라남도 영암군 삼호읍 용앙리","1***","다가구","8m미만","323.76","211.00","202406","28","45,000","개인","개인","2009","대불주거7로5길","-","중개거래","전남 영암군"
"135","충청남도 서산시 동문동","9**","다가구","8m미만","262.82","196.00","202406","28","21,000","개인","개인","2003","효행1로","-","직거래","-"
"136","충청남도 당진시 우강면 창리","2**","단독","12m미만","66.40","128.00","202406","28","7,800","개인","개인","1991","면천로","-","직거래","-"
"137","강원특별자치도 춘천시 운교동","1**","다가구","8m미만","329.67","196.00","202406","28","12,100","개인","개인","1995","운교길6번길","-","직거래","-"
"138","전라남도 나주시 세지면 대산리","6*","단독","8m미만","69.00","320.70","202406","28","2,500","개인","개인","1980","대산용산길","-","직거래","-"
"139","충청남도 서산시 지곡면 대요리","3**","단독","8m미만","129.81","529.00","202406","28","14,300","개인","개인","2011","한새지2길","-","직거래","-"
"140","경상북도 예천군 예천읍 서본리","6*","단독","12m미만","66.60","188.00","202406","28","6,000","개인","개인","2000","봉덕로","-","직거래","-"
"141","경상북도 경주시 동천동","7**","단독","8m미만","74.16","152.00","202406","28","24,000","개인","개인","1999","선주길3번길","-","직거래","-"
"142","충청북도 음성군 금왕읍 호산리","2**","단독","12m미만","55.29","280.00","202406","28","3,550","개인","개인","1945","금율로554번길","-","직거래","-"
"143","대구광역시 서구 비산동","9**","다가구","8m미만","276.03","158.10","202406","28","30,000","개인","개인","1991","서대구로64안길","20240628","중개거래","대구 동구, 대구 서구"
"144","전북특별자치도 남원시 덕과면 사율리","2**","단독","8m미만","39.84","149.00","202406","28","1,500","개인","개인","1943","사곡2길","-","직거래","-"
"145","전북특별자치도 정읍시 쌍암동","2**","단독","8m미만","59.40","285.00","202406","28","4,500","개인","개인","1980","답곡길","-","직거래","-"
"146","경상남도 통영시 산양읍 곤리리","1**","단독","8m미만","73.06","265.00","202406","28","10,900","개인","개인","1979","곤리길","-","직거래","-"
"147","충청북도 제천시 장락동","7**","단독","8m미만","69.76","167.00","202406","28","8,350","개인","개인","2024","아세아4길","-","직거래","-"
"148","대구광역시 중구 남산동","7**","단독","8m미만","42.12","73.00","202406","28","28,000","개인","개인","2020","중앙대로","-","중개거래","대구 북구"
"149","경상남도 산청군 시천면 내대리","3**","단독","8m미만","94.96","527.00","202406","28","12,000","개인","개인","2000","입선길","-","직거래","-"
"150","전북특별자치도 정읍시 북면 한교리","3**","단독","8m미만","59.40","169.00","202406","28","1,150","개인","개인","1955","원한교2길","-","직거래","-"
"151","경기도 오산시 누읍동","6**","단독","12m미만","489.86","240.00","202406","28","130,000","개인","개인","2017","눕새로","20240702","중개거래","경기 오산시"
"152","전라남도 담양군 담양읍 향교리","4**","단독","8m미만","107.81","291.00","202406","28","19,200","개인","개인","1998","향교신흥길","-","중개거래","전남 담양군"
"153","전북특별자치도 정읍시 송산동","2**","단독","8m미만","84.56","496.00","202406","28","18,000","개인","개인","2020","내장산로","-","직거래","-"
"154","경기도 화성시 정남면 문학리","5**","단독","8m미만","125.53","500.00","202406","28","60,000","개인","개인","2022","서봉로921번길","20250320","중개거래","경기 평택시"
"155","경상남도 창원시 마산회원구 두척동","4**","단독","8m미만","138.92","417.00","202406","28","136,000","법인","개인","1993","두척2길","-","중개거래","경남 창원시 마산회원구"
"156","경기도 성남시 중원구 상대원동","4***","다가구","8m미만","136.74","69.80","202406","28","65,000","개인","개인","1989","희망로343번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"157","강원특별자치도 춘천시 신북읍 율문리","4**","단독","8m미만","99.27","318.00","202406","28","28,075","개인","개인","2018","사랑말길","-","중개거래","강원 춘천시"
"158","충청남도 아산시 송악면 강당리","2**","단독","8m미만","95.73","537.00","202406","28","34,992","개인","개인","2014","강당로177번길","-","직거래","-"
"159","경상북도 포항시 남구 해도동","4*","다가구","12m미만","359.42","194.50","202406","28","41,000","개인","개인","2010","중앙로147번길","-","중개거래","경북 포항시 남구"
"160","서울특별시 용산구 보광동","2**","단독","8m미만","128.85","116.00","202406","28","280,000","개인","개인","1974","우사단로4길","-","중개거래","서울 용산구"
"161","서울특별시 성북구 정릉동","7**","단독","25m미만","61.88","190.18","202406","28","76,000","개인","개인","1983","솔샘로15가길","-","중개거래","서울 성북구"
"162","경기도 이천시 갈산동","2**","단독","8m미만","194.00","660.00","202406","28","136,575","법인","개인","1993","향교로238번길","-","직거래","-"
"163","충청남도 당진시 송악읍 봉교리","2**","단독","8m미만","96.60","660.00","202406","28","27,000","개인","개인","2015","봉학로","-","중개거래","충남 당진시"
"164","대구광역시 동구 봉무동","1**","단독","12m미만","59.04","254.00","202406","28","46,000","개인","개인","1983","팔공로68길","20240909","중개거래","대구 동구"
"165","경기도 의정부시 가능동","*","단독","8m미만","189.96","113.00","202406","28","33,000","개인","개인","1993","태평로184번길","-","중개거래","경기 의정부시"
"166","대구광역시 달성군 구지면 응암리","1***","단독","12m미만","383.76","236.00","202406","28","51,500","개인","개인","1900","과학마을로5길","-","중개거래","대구 달성군"
"167","인천광역시 남동구 장수동","7**","단독","12m미만","62.81","105.90","202406","28","26,500","개인","개인","1980","장자로45번길","-","직거래","-"
"168","충청남도 공주시 유구읍 석남리","1**","단독","8m미만","92.67","349.00","202406","28","16,900","개인","개인","2017","산제골길","-","중개거래","충남 공주시"
"169","경기도 양평군 용문면 광탄리","8**","단독","8m미만","120.26","549.00","202406","28","33,796","개인","개인","2015","상광길79번길","-","중개거래","경기 양평군"
"170","경기도 수원시 영통구 매탄동","1**","단독","12m미만","84.20","148.00","202406","28","28,000","개인","개인","1978","권광로276번길","-","중개거래","경기 화성시"
