"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-04-01 ~ 2025-04-30"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"1","경상북도 울진군 평해읍 평해리","863-7","0863","0007","금송","66.1000","58.5800","202504","30","11,000","5","개인","개인","2014","평해1길 8","-","직거래","-","25.05.09"
"2","인천광역시 미추홀구 주안동","855-109","0855","0109","유진빌리지(3차)","42.6600","10.8000","202504","30","8,000","1","개인","법인","1997","인하로236번길 49-10","-","직거래","-","25.05.08"
"3","부산광역시 사하구 신평동","99-1","0099","0001","신동화빌리지","73.6000","47.2800","202504","30","9,500","2","개인","개인","1993","다대로 110","-","직거래","-","25.05.08"
"4","경기도 이천시 신둔면 수광리","270-19","0270","0019","리츠캐슬","61.7300","27.4144","202504","30","15,500","4","개인","개인","2016","경충대로 3152-9","-","직거래","-","25.05.02"
"5","서울특별시 강서구 공항동","18-107","0018","0107","태양빌라D동","50.3400","43.5000","202504","30","43,800","1","법인","개인","1991","방화대로23길 49-12","-","직거래","-","25.05.08"
"6","서울특별시 성북구 장위동","219-167","0219","0167","힐탑노블레스2","28.5800","23.1000","202504","30","30,500","3","개인","개인","2016","장위로11가길 56","-","중개거래","서울 성북구","25.05.08"
"7","경상남도 창원시 의창구 소답동","113-10","0113","0010","송백오슬로빌라","68.1700","34.8375","202504","30","10,240","2","개인","개인","2003","의안로8번길 10","-","중개거래","경남 창원시 의창구","25.05.08"
"8","인천광역시 미추홀구 주안동","25-32","0025","0032","베스트빌(3동)","42.1400","19.1900","202504","30","7,980","3","개인","개인","2000","염창로 39-2","-","중개거래","인천 미추홀구","25.05.08"
"9","경기도 안양시 만안구 안양동","543-12","0543","0012","(543-12)","36.9500","27.2000","202504","30","16,500","1","개인","개인","1987","문예로 13-1","-","중개거래","경기 안양시 만안구","25.05.07"
"10","경기도 평택시 신장동","626-11","0626","0011","드림캐슬(204)","68.6200","35.8950","202504","30","16,200","3","개인","개인","2017","남산로25번길 16-19","-","중개거래","경기 평택시","25.05.02"
"11","경상북도 경산시 백천동","551-54","0551","0054","전원하이츠","69.6940","41.3800","202504","30","8,100","2","개인","개인","2004","백천길 73-8","-","직거래","-","25.05.07"
"12","인천광역시 남동구 만수동","952-9","0952","0009","중성골드빌라(952-9)8동","51.2200","24.3200","202504","30","9,700","3","개인","개인","1993","구월로372번길 26","-","직거래","-","25.05.02"
"13","경기도 화성시 남양읍 남양리","563","0563","0000","무지개","50.4800","26.2300","202504","30","7,500","4","개인","개인","1991","남양시장로 38-4","-","직거래","-","25.05.02"
"14","경기도 광명시 광명동","289-27","0289","0027","삼성빌라","34.5900","14.6000","202504","30","20,500","-1","개인","개인","2001","광명로 839-27","-","중개거래","경기 광명시","25.05.02"
"15","서울특별시 은평구 대조동","91-102","0091","0102","(91-102)","61.5000","29.9400","202504","30","26,000","-1","개인","개인","1992","역말로 161-10","-","중개거래","서울 은평구","25.05.07"
"16","경기도 광주시 양벌동","680","0680","0000","오페라하우스104동","63.9800","104.7870","202504","30","16,000","2","개인","개인","2011","양촌길 192-26","-","중개거래","경기 광주시","-"
"17","서울특별시 관악구 신림동","563-18","0563","0018","리더스빌(563-18)","29.8700","17.3600","202504","30","25,000","4","개인","개인","2012","남부순환로141가길 27","-","중개거래","서울 관악구","-"
"18","서울특별시 은평구 녹번동","132-29","0132","0029","제이디빌","29.9600","25.8000","202504","30","45,000","5","개인","개인","2022","진흥로12가길 8-53","-","중개거래","서울 은평구","-"
"19","대구광역시 동구 입석동","910-6","0910","0006","그린하이츠AB","76.6200","68.3125","202504","30","13,000","2","개인","개인","1997","입석로 75-5","-","중개거래","대구 동구","-"
"20","인천광역시 부평구 십정동","326-2","0326","0002","공영빌라(326-2)","35.8650","24.8800","202504","30","6,000","-1","개인","개인","1993","배곶남로21번길 53-9","-","중개거래","인천 부평구","-"
"21","경기도 부천시 소사구 괴안동","121-15","0121","0015","리체양지빌","37.1900","24.7400","202504","30","18,000","3","개인","개인","2015","안곡로 127-1","-","중개거래","경기 부천시 소사구","-"
"22","경기도 용인시 처인구 고림동","745-1","0745","0001","동성빌라","52.3200","41.5000","202504","30","10,000","2","개인","개인","1991","고림로110번길 2","-","중개거래","경기 용인시 처인구","-"
"23","서울특별시 강서구 화곡동","869-52","0869","0052","혜성펠리스","38.4900","29.1200","202504","30","22,900","2","개인","개인","2011","곰달래로35길 50","-","중개거래","서울 양천구","-"
"24","경기도 광주시 쌍령동","262-37","0262","0037","쌍령하이츠505동","59.7300","42.7087","202504","30","17,900","2","개인","개인","2008","경충대로 1514-12","-","중개거래","경기 광주시","-"
"25","인천광역시 미추홀구 주안동","556-22","0556","0022","그린홈타운","35.1500","18.7200","202504","30","10,000","3","개인","개인","2002","제일로40번길 67-24","-","직거래","-","25.05.02"
"26","세종특별자치시  고운동","893-32","0893","0032","네이플리브134동","125.5400","218.7900","202504","30","80,000","1","개인","개인","2023","고운마을7길 1","-","중개거래","세종","-"
"27","경기도 파주시 문산읍 당동리","76","0076","0000","강심빌라A동-E동","35.6400","60.7852","202504","30","5,300","3","개인","개인","1987","봉미로32번길 13","-","중개거래","경기 파주시","-"
"28","인천광역시 미추홀구 문학동","358-6","0358","0006","대성주택","51.1600","29.6120","202504","30","7,000","2","개인","개인","2002","소성로293번길 1","-","중개거래","인천 미추홀구","25.05.07"
"29","경기도 동두천시 상패동","32-2","0032","0002","동우주택(32-2)","49.6500","34.3333","202504","30","4,000","1","개인","개인","1991","상패로99번길 12-9","-","직거래","-","25.05.02"
"30","서울특별시 마포구 성산동","200-104","0200","0104","대웅빌라","56.3200","27.8400","202504","30","41,500","2","개인","개인","2002","새터산14길 12","-","중개거래","서울 마포구","-"
"31","인천광역시 남동구 만수동","942-9","0942","0009","금호빌라","29.0950","14.4130","202504","30","8,400","4","개인","개인","1994","구월남로355번길 32","-","직거래","-","25.05.02"
"32","경상북도 문경시 문경읍 하리","346-6","0346","0006","대원퀸즈빌","71.1780","63.1209","202504","30","14,000","3","개인","개인","2015","온천1길 29","-","중개거래","경북 문경시","25.05.01"
"33","경상남도 하동군 진교면 진교리","486-1","0486","0001","스위트캐슬","59.8300","79.6172","202504","30","19,000","3","개인","법인","2024","강변길 55","-","직거래","-","25.04.30"
"34","부산광역시 사상구 주례동","84-57","0084","0057","대성빌원룸","13.7600","6.2100","202504","30","5,500","2","개인","법인","2010","진사로36번길 41","-","직거래","-","25.05.02"
"35","경기도 고양시 덕양구 고양동","870","0870","0000","세중더클래스24","20.8000","15.3020","202504","30","5,000","4","개인","법인","2012","푸른마을로120번길 25","-","중개거래","경기 고양시 덕양구","25.05.02"
"36","서울특별시 노원구 상계동","1382-16","1382","0016","선진파크빌라","49.3800","30.7000","202504","30","27,450","1","개인","개인","1992","상계로33길 52-7","-","중개거래","서울 노원구","-"
"37","서울특별시 성북구 장위동","219-315","0219","0315","하나아트맨션","55.1700","22.6100","202504","30","18,500","-1","개인","개인","1994","장위로21나길 33","-","중개거래","서울 성북구","25.05.02"
"38","경기도 수원시 권선구 세류동","670-26","0670","0026","더조은주택103동","60.1800","34.1800","202504","30","33,000","4","개인","법인","2022","새터로23번길 4","-","직거래","-","-"
