"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-04-01 ~ 2024-04-30"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"1","강원특별자치도 춘천시 후평동","755-3","0755","0003","문화주택","58.7700","80.5900","202404","30","7,000","3","개인","개인","1984","만천로249번길 7","-","중개거래","강원 춘천시","24.05.30"
"2","부산광역시 수영구 광안동","114-12","0114","0012","아라마을","37.5500","23.4400","202404","30","14,800","2","개인","개인","2013","수영로636번길 20","-","중개거래","부산 수영구","24.06.03"
"3","부산광역시 사상구 덕포동","419-33","0419","0033","아인스빌","60.5000","34.1874","202404","30","22,000","4","개인","법인","2018","사상로319번길 13","-","직거래","-","24.05.03"
"4","서울특별시 중구 신당동","432-1278","0432","1278","비전빌라트2동","149.9200","97.7900","202404","30","75,000","-1","개인","개인","1998","동호로15길 97-12","20240528","중개거래","서울 중구","-"
"5","부산광역시 사상구 덕포동","419-33","0419","0033","아인스빌","60.5000","34.1874","202404","30","22,000","4","개인","법인","2018","사상로319번길 13","-","직거래","-","24.05.02"
"6","경기도 안산시 상록구 일동","626-12","0626","0012","금성타운(626-12)","68.4000","30.5250","202404","30","17,700","3","개인","개인","2011","안산대학로 185","-","중개거래","경기 안산시상록구","24.05.31"
"7","경기도 파주시 야동동","812","0812","0000","청우하이츠201동202동","51.1500","57.4720","202404","30","14,800","1","개인","개인","2017","평화로 250-1","-","중개거래","경기 파주시","24.05.17"
"8","대구광역시 중구 대봉동","44-153","0044","0153","광명맨션(44-153)","80.4000","54.6000","202404","30","24,000","2","개인","개인","1978","대봉로 230","-","중개거래","대구 중구","24.06.03"
"9","강원특별자치도 춘천시 옥천동","15-1","0015","0001","동보빌라","132.5750","129.4100","202404","30","15,900","1","개인","개인","1985","옥천길40번길 19","-","중개거래","강원 춘천시","24.06.20"
"10","서울특별시 강북구 수유동","719-5","0719","0005","수유럭스빌","69.9000","39.6597","202404","30","21,000","1","개인","개인","2003","노해로35길 13-10","-","중개거래","서울 강북구","24.06.25"
"11","서울특별시 강북구 수유동","252-98","0252","0098","은진하이빌(252-98)","55.8900","33.8500","202404","30","34,000","3","개인","개인","2012","노해로27길 10","-","중개거래","서울 강북구","24.07.15"
"12","서울특별시 용산구 용산동2가","5-952","0005","0952","(5-952)","52.2300","36.0300","202404","30","28,000","-1","개인","개인","2002","신흥로3나길 19-8","-","직거래","-","24.05.09"
