"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-01-31"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"94","경기도 성남시 수정구 산성동","479","0479","0000","금성빌라1차","35.4200","9.1250","202501","31","15,000","2","개인","개인","1997","수정남로326번길 12-7","-","직거래","-","25.03.21"
"95","서울특별시 동대문구 장안동","439-20","0439","0020","르시엘(439-20)","42.9800","24.9100","202501","31","51,900","3","개인","법인","2024","장한로12길 72","-","직거래","-","25.03.28"
"96","대구광역시 서구 비산동","483-9","0483","0009","삼진B동","59.9200","24.9000","202501","31","8,850","4","개인","개인","1995","문화로67길 17-13","20250329","중개거래","대구 서구","-"
"97","서울특별시 구로구 개봉동","120-12","0120","0012","대우스위트힐(120-12)","41.0800","24.7900","202501","31","23,800","3","개인","개인","2015","고척로31길 9","-","중개거래","서울 구로구","25.03.27"
"98","서울특별시 서초구 방배동","857-29","0857","0029","(857-29)","75.2800","41.0250","202501","31","83,000","1","개인","개인","2016","서초대로15길 25","-","중개거래","서울 성동구","25.03.25"
"99","서울특별시 강서구 화곡동","811-2","0811","0002","경우하이츠맨션(811-2)","59.9400","34.7900","202501","31","22,000","3","개인","개인","2001","등촌로5가길 31","-","직거래","-","25.03.25"
"100","제주특별자치도 제주시 오라이동","1516-1","1516","0001","다몰2차연립주택","82.2200","151.5200","202501","31","36,500","1","개인","개인","2018","연사2길 60","-","직거래","-","25.03.25"
"101","경기도 안산시 상록구 본오동","970-7","0970","0007","대아주택","74.2900","33.8750","202501","31","12,200","1","개인","개인","2002","막고지로 12","-","중개거래","경기 안산시 상록구","25.03.24"
"102","경기도 안산시 상록구 본오동","927-10","0927","0010","대림아트빌(927-10)","45.9000","23.3650","202501","31","9,000","1","개인","개인","2002","선암로 29","-","직거래","-","25.02.03"
"103","광주광역시 광산구 비아동","784","0784","0000","첨단금호어울림더테라스","84.8672","203.4242","202501","31","60,500","1","개인","개인","2019","첨단과기로 91-23","-","중개거래","광주 서구","25.03.26"
"104","대전광역시 대덕구 신탄진동","132-22","0132","0022","수정주택3동","49.1000","45.3400","202501","31","5,300","2","개인","개인","1989","신탄진로810번길 76","-","중개거래","대전 대덕구","25.03.24"
"105","제주특별자치도 제주시 영평동","2501-2","2501","0002","제주효성해링턴코트1차1단지","84.8600","156.1000","202501","31","44,800","2","개인","개인","2020","기와5길 177-16","-","중개거래","제주 제주시","25.03.24"
"106","서울특별시 마포구 망원동","414-32","0414","0032","진주아트빌라","51.9100","22.5800","202501","31","40,000","4","개인","개인","1993","망원로10길 24","-","중개거래","서울 마포구","25.03.24"
"107","제주특별자치도 제주시 이호일동","1768","1768","0000","세움파크빌","71.3000","85.5000","202501","31","25,900","2","개인","개인","2018","현사안길 25","-","중개거래","제주 제주시","25.03.24"
"108","서울특별시 관악구 신림동","92-6","0092","0006","청송빌라","48.2600","33.5700","202501","31","28,000","3","개인","법인","2002","신림로48길 30-5","-","중개거래","서울 관악구","25.03.20"
"109","경기도 안양시 동안구 관양동","1410-12","1410","0012","영실빌라(B동)","39.7700","26.5255","202501","31","27,000","3","개인","개인","1987","관평로 354-1","-","중개거래","경기 안양시 동안구","25.02.06"
"110","경기도 남양주시 금곡동","700-56","0700","0056","은성","55.8900","94.5600","202501","31","20,000","1","개인","개인","1986","경춘로885번길 10-7","20250327","중개거래","경기 남양주시","-"
"111","대구광역시 수성구 수성동1가","611-9","0611","0009","(611-9)","59.2200","32.3600","202501","31","19,000","3","개인","개인","1994","수성로57길 44","-","직거래","-","25.02.26"
"112","울산광역시 중구 성안동","500-12","0500","0012","명화베스트힐","75.0000","52.6125","202501","31","13,700","2","개인","개인","2002","성안14길 11","-","중개거래","울산 중구","25.03.21"
"113","부산광역시 사상구 괘법동","520-25","0520","0025","보배빌라1동2동","75.1200","37.1500","202501","31","22,000","3","개인","개인","2002","사상로233번길 74","-","중개거래","부산 사상구","25.03.21"
"114","인천광역시 남동구 구월동","1190-12","1190","0012","롯데빌라트(2동)","59.9500","27.7250","202501","31","13,000","3","개인","개인","2002","남동대로726번길 5-10","-","중개거래","인천 남동구","25.03.18"
"115","부산광역시 사하구 괴정동","1032-1","1032","0001","센텀뷰","65.5200","32.7200","202501","31","19,000","2","개인","개인","2016","승학로224번길 34","-","중개거래","부산 사하구","25.03.18"
"116","경기도 부천시 원미구 춘의동","218-3","0218","0003","창신리치빌","47.1900","28.9500","202501","31","23,200","2","개인","개인","2015","부천로185번길 47","-","중개거래","경기 부천시 원미구","25.03.18"
"117","경상북도 포항시 남구 해도동","93-6","0093","0006","대광타운(나동)","52.9300","36.8600","202501","31","7,800","2","개인","개인","1993","중앙로42번길 12","-","중개거래","경북 포항시 남구","25.03.17"
"118","경기도 김포시 감정동","523-10","0523","0010","더포인트1,2동","47.1900","26.8120","202501","31","20,000","5","개인","개인","2016","중봉로58번길 34","-","중개거래","서울 중랑구","25.03.14"
"119","경기도 평택시 서정동","898-9","0898","0009","상아맨션201동","60.0000","38.0400","202501","31","15,000","3","개인","개인","2003","점촌로10번길 42","-","직거래","-","25.03.17"
"120","인천광역시 남동구 장수동","778-16","0778","0016","마인캐슬(778-16)","42.6500","23.7152","202501","31","10,000","4","개인","개인","2010","장자로21번길 10-23","-","중개거래","인천 남동구","25.03.14"
"121","경상북도 칠곡군 약목면 복성리","678-10","0678","0010","태광빌라","95.2900","62.7300","202501","31","3,500","3","개인","개인","1997","복성13길 6","-","직거래","-","25.03.14"
"122","서울특별시 서대문구 연희동","96-2","0096","0002","연희오크빌2","203.4600","183.3400","202501","31","120,000","-1","개인","개인","2001","연희로24길 30","-","중개거래","서울 서대문구","25.03.11"
"123","경기도 부천시 오정구 고강동","357-22","0357","0022","아뜰리에B동","30.6600","21.5710","202501","31","16,500","5","개인","개인","2018","고강로154번길 10-10","-","중개거래","경기 부천시 소사구","25.03.05"
"124","강원특별자치도 춘천시 신북읍 천전리","183-1","0183","0001","그레이스빌B동","58.3000","28.7500","202501","31","9,000","1","개인","개인","2014","상천길 27","-","중개거래","강원 춘천시","25.03.12"
"125","서울특별시 강북구 수유동","269-29","0269","0029","민영아트빌","74.7800","37.6883","202501","31","26,000","4","개인","개인","2009","노해로23길 91","-","중개거래","서울 강북구","25.03.11"
"126","서울특별시 강서구 화곡동","367-43","0367","0043","연희빌라","61.7700","29.3400","202501","31","18,000","4","개인","개인","2000","가로공원로88길 7-6","-","중개거래","서울 강서구, 서울 양천구","25.03.11"
"127","대구광역시 달서구 용산동","898-17","0898","0017","대가그린","80.7000","52.8700","202501","31","13,500","3","개인","개인","1999","달구벌대로305길 63","-","중개거래","대구 서구","25.03.10"
"128","서울특별시 관악구 신림동","251-502","0251","0502","동일용화빌라A","70.7800","40.6300","202501","31","26,000","3","개인","개인","1991","대학길 168","-","중개거래","서울 관악구","25.03.10"
"129","전라남도 목포시 용해동","954-137","0954","0137","미래빌라(954-137)","49.0300","45.5000","202501","31","2,000","1","개인","개인","1989","입암천북로10번길 16","-","직거래","-","25.03.10"
"130","경기도 의정부시 신곡동","603-13","0603","0013","밀리언","25.7020","19.8350","202501","31","20,000","4","개인","개인","2024","경의로193번길 2","-","직거래","-","25.02.28"
"131","서울특별시 강북구 수유동","274-5","0274","0005","공간라움","13.9000","5.2100","202501","31","10,200","5","개인","개인","2017","삼양로 498","-","중개거래","서울 강북구","25.03.07"
"132","서울특별시 강남구 개포동","1255-10","1255","0010","베네스트","71.4500","39.5200","202501","31","71,500","5","개인","개인","2003","개포로25길 13-10","-","중개거래","서울 강남구","25.03.05"
"133","부산광역시 동래구 칠산동","1-31","0001","0031","산정","40.6300","33.0500","202501","31","22,000","2","개인","개인","1985","칠산로39번가길 13-1","-","중개거래","부산 동래구","25.03.06"
"134","서울특별시 양천구 신월동","19-1","0019","0001","태영드림빌","38.4300","23.5000","202501","31","26,500","6","개인","개인","2012","월정로50길 16","-","중개거래","서울 강서구, 서울 양천구","25.02.27"
"135","경기도 안산시 상록구 부곡동","550-2","0550","0002","우성하이츠(550-2)","42.9900","22.5300","202501","31","9,900","4","개인","개인","2001","옹주2길 7","-","중개거래","경기 안산시 상록구","25.03.05"
